,Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,"_Sales,_General_and_Admin._",Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry,operating income,Years,Gross_profit,operating expenditure
137,APA,Year 2,12/31/2013,"14,771,000,000.00","2,938,000,000.00","1,286,000,000.00",0.00,"5,866,000,000.00",Energy,Oil & Gas Exploration & Production,"4,681,000,000.00",2013,"11,833,000,000.00","7,152,000,000.00"
138,APA,Year 3,12/31/2014,"12,691,000,000.00","2,511,000,000.00","1,095,000,000.00",0.00,"9,720,000,000.00",Energy,Oil & Gas Exploration & Production,"(635,000,000.00)",2014,"10,180,000,000.00","10,815,000,000.00"
139,APA,Year 4,12/31/2015,"6,383,000,000.00","2,065,000,000.00","791,000,000.00",0.00,"29,372,000,000.00",Energy,Oil & Gas Exploration & Production,"(25,845,000,000.00)",2015,"4,318,000,000.00","30,163,000,000.00"
140,APC,Year 1,12/31/2013,"14,581,000,000.00","2,942,000,000.00","2,256,000,000.00",0.00,"3,927,000,000.00",Energy,Oil & Gas Exploration & Production,"5,456,000,000.00",2013,"11,639,000,000.00","6,183,000,000.00"
141,APC,Year 2,12/31/2014,"18,470,000,000.00","3,317,000,000.00","2,725,000,000.00",0.00,"4,550,000,000.00",Energy,Oil & Gas Exploration & Production,"7,878,000,000.00",2014,"15,153,000,000.00","7,275,000,000.00"
142,APC,Year 3,12/31/2015,"8,698,000,000.00","3,185,000,000.00","2,000,000,000.00",0.00,"4,603,000,000.00",Energy,Oil & Gas Exploration & Production,"(1,090,000,000.00)",2015,"5,513,000,000.00","6,603,000,000.00"
143,APC,Year 4,12/31/2016,"7,869,000,000.00","2,900,000,000.00","2,094,000,000.00",0.00,"4,301,000,000.00",Energy,Oil & Gas Exploration & Production,"(1,426,000,000.00)",2016,"4,969,000,000.00","6,395,000,000.00"
144,APD,Year 1,9/30/2013,"10,180,400,000.00","7,472,100,000.00","1,018,600,000.00","133,700,000.00",0.00,Materials,Industrial Gases,"1,556,000,000.00",2013,"2,708,300,000.00","1,152,300,000.00"
145,APD,Year 2,9/30/2014,"10,439,000,000.00","7,629,900,000.00","1,007,400,000.00","139,800,000.00",0.00,Materials,Industrial Gases,"1,661,900,000.00",2014,"2,809,100,000.00","1,147,200,000.00"
146,APD,Year 3,9/30/2015,"9,894,900,000.00","6,939,000,000.00","895,300,000.00","137,100,000.00",0.00,Materials,Industrial Gases,"1,923,500,000.00",2015,"2,955,900,000.00","1,032,400,000.00"
147,APD,Year 4,9/30/2016,"9,524,400,000.00","6,402,700,000.00","797,600,000.00","132,000,000.00",0.00,Materials,Industrial Gases,"2,192,100,000.00",2016,"3,121,700,000.00","929,600,000.00"
148,APH,Year 1,12/31/2012,"4,292,100,000.00","2,948,900,000.00","512,900,000.00",0.00,0.00,Information Technology,Electronic Components,"830,300,000.00",2012,"1,343,200,000.00","512,900,000.00"
149,APH,Year 2,12/31/2013,"4,614,700,000.00","3,163,900,000.00","548,000,000.00",0.00,0.00,Information Technology,Electronic Components,"902,800,000.00",2013,"1,450,800,000.00","548,000,000.00"
150,APH,Year 3,12/31/2014,"5,345,500,000.00","3,651,700,000.00","645,100,000.00",0.00,0.00,Information Technology,Electronic Components,"1,048,700,000.00",2014,"1,693,800,000.00","645,100,000.00"
151,APH,Year 4,12/31/2015,"5,568,700,000.00","3,789,200,000.00","669,100,000.00",0.00,0.00,Information Technology,Electronic Components,"1,110,400,000.00",2015,"1,779,500,000.00","669,100,000.00"
152,ARNC,Year 1,12/31/2012,"23,700,000,000.00","20,401,000,000.00","997,000,000.00","197,000,000.00","1,460,000,000.00",Industrials,Aerospace & Defense,"645,000,000.00",2012,"3,299,000,000.00","2,654,000,000.00"
153,ARNC,Year 2,12/31/2013,"23,032,000,000.00","19,286,000,000.00","1,008,000,000.00","192,000,000.00","1,421,000,000.00",Industrials,Aerospace & Defense,"1,125,000,000.00",2013,"3,746,000,000.00","2,621,000,000.00"
154,ARNC,Year 3,12/31/2014,"23,906,000,000.00","19,137,000,000.00","995,000,000.00","218,000,000.00","1,371,000,000.00",Industrials,Aerospace & Defense,"2,185,000,000.00",2014,"4,769,000,000.00","2,584,000,000.00"
155,ARNC,Year 4,12/31/2015,"22,534,000,000.00","18,069,000,000.00","979,000,000.00","238,000,000.00","1,280,000,000.00",Industrials,Aerospace & Defense,"1,968,000,000.00",2015,"4,465,000,000.00","2,497,000,000.00"
156,ATVI,Year 1,12/31/2012,"4,856,000,000.00","1,662,000,000.00","1,139,000,000.00","604,000,000.00",0.00,Information Technology,Home Entertainment Software,"1,451,000,000.00",2012,"3,194,000,000.00","1,743,000,000.00"
157,ATVI,Year 2,12/31/2013,"4,583,000,000.00","1,531,000,000.00","1,096,000,000.00","584,000,000.00",0.00,Information Technology,Home Entertainment Software,"1,372,000,000.00",2013,"3,052,000,000.00","1,680,000,000.00"
158,ATVI,Year 3,12/31/2014,"4,408,000,000.00","1,525,000,000.00","1,129,000,000.00","571,000,000.00",0.00,Information Technology,Home Entertainment Software,"1,183,000,000.00",2014,"2,883,000,000.00","1,700,000,000.00"
159,ATVI,Year 4,12/31/2015,"4,664,000,000.00","1,585,000,000.00","1,114,000,000.00","646,000,000.00",0.00,Information Technology,Home Entertainment Software,"1,319,000,000.00",2015,"3,079,000,000.00","1,760,000,000.00"
164,AVGO,Year 1,11/1/2015,"6,824,000,000.00","3,271,000,000.00","486,000,000.00","1,049,000,000.00","249,000,000.00",Information Technology,Semiconductors,"1,769,000,000.00",2015,"3,553,000,000.00","1,784,000,000.00"
165,AVGO,Year 2,10/30/2016,"13,240,000,000.00","7,300,000,000.00","806,000,000.00","2,674,000,000.00","1,873,000,000.00",Information Technology,Semiconductors,"587,000,000.00",2016,"5,940,000,000.00","5,353,000,000.00"
166,AVY,Year 1,12/31/2012,"5,863,500,000.00","4,335,300,000.00","1,148,900,000.00",0.00,0.00,Materials,Paper Packaging,"379,300,000.00",2012,"1,528,200,000.00","1,148,900,000.00"
167,AVY,Year 2,12/28/2013,"6,140,000,000.00","4,502,300,000.00","1,174,200,000.00",0.00,0.00,Materials,Paper Packaging,"463,500,000.00",2013,"1,637,700,000.00","1,174,200,000.00"
168,AVY,Year 3,1/3/2015,"6,330,300,000.00","4,679,100,000.00","1,158,900,000.00",0.00,0.00,Materials,Paper Packaging,"492,300,000.00",2015,"1,651,200,000.00","1,158,900,000.00"
169,AVY,Year 4,1/2/2016,"5,966,900,000.00","4,321,100,000.00","1,108,100,000.00",0.00,0.00,Materials,Paper Packaging,"537,700,000.00",2016,"1,645,800,000.00","1,108,100,000.00"
170,AWK,Year 1,12/31/2012,"2,853,926,000.00","1,329,500,000.00","220,758,000.00",0.00,"380,402,000.00",Utilities,Water Utilities,"923,266,000.00",2012,"1,524,426,000.00","601,160,000.00"
171,AWK,Year 2,12/31/2013,"2,879,000,000.00","1,289,000,000.00","234,000,000.00",0.00,"407,000,000.00",Utilities,Water Utilities,"949,000,000.00",2013,"1,590,000,000.00","641,000,000.00"
172,AWK,Year 3,12/31/2014,"3,011,000,000.00","1,350,000,000.00","236,000,000.00",0.00,"424,000,000.00",Utilities,Water Utilities,"1,001,000,000.00",2014,"1,661,000,000.00","660,000,000.00"
173,AWK,Year 4,12/31/2015,"3,159,000,000.00","1,404,000,000.00","243,000,000.00",0.00,"440,000,000.00",Utilities,Water Utilities,"1,072,000,000.00",2015,"1,755,000,000.00","683,000,000.00"
174,AXP,Year 1,12/31/2012,"33,781,000,000.00","480,000,000.00","23,392,000,000.00",0.00,"1,712,000,000.00",Financials,Consumer Finance,"8,197,000,000.00",2012,"33,301,000,000.00","25,104,000,000.00"
175,AXP,Year 2,12/31/2013,"34,828,000,000.00","442,000,000.00","23,150,000,000.00",0.00,"1,832,000,000.00",Financials,Consumer Finance,"9,404,000,000.00",2013,"34,386,000,000.00","24,982,000,000.00"
176,AXP,Year 3,12/31/2014,"35,895,000,000.00","373,000,000.00","23,153,000,000.00",0.00,"2,044,000,000.00",Financials,Consumer Finance,"10,325,000,000.00",2014,"35,522,000,000.00","25,197,000,000.00"
177,AXP,Year 4,12/31/2015,"34,441,000,000.00","475,000,000.00","22,892,000,000.00",0.00,"1,988,000,000.00",Financials,Consumer Finance,"9,086,000,000.00",2015,"33,966,000,000.00","24,880,000,000.00"
178,AYI,Year 1,8/31/2013,"2,089,100,000.00","1,251,500,000.00","607,600,000.00",0.00,0.00,Industrials,Electrical Components & Equipment,"230,000,000.00",2013,"837,600,000.00","607,600,000.00"
179,AYI,Year 2,8/31/2014,"2,393,500,000.00","1,414,300,000.00","680,300,000.00",0.00,0.00,Industrials,Electrical Components & Equipment,"298,900,000.00",2014,"979,200,000.00","680,300,000.00"
180,AYI,Year 3,8/31/2015,"2,706,700,000.00","1,561,100,000.00","756,900,000.00",0.00,0.00,Industrials,Electrical Components & Equipment,"388,700,000.00",2015,"1,145,600,000.00","756,900,000.00"
181,AYI,Year 4,8/31/2016,"3,291,300,000.00","1,855,100,000.00","946,000,000.00",0.00,0.00,Industrials,Electrical Components & Equipment,"490,200,000.00",2016,"1,436,200,000.00","946,000,000.00"
182,AZO,Year 1,8/31/2013,"9,147,530,000.00","4,406,595,000.00","2,967,837,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,773,098,000.00",2013,"4,740,935,000.00","2,967,837,000.00"
183,AZO,Year 2,8/30/2014,"9,475,313,000.00","4,540,406,000.00","3,104,684,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,830,223,000.00",2014,"4,934,907,000.00","3,104,684,000.00"
184,AZO,Year 3,8/29/2015,"10,187,340,000.00","4,860,309,000.00","3,373,980,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,953,051,000.00",2015,"5,327,031,000.00","3,373,980,000.00"
185,AZO,Year 4,8/27/2016,"10,635,676,000.00","5,026,940,000.00","3,548,341,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"2,060,395,000.00",2016,"5,608,736,000.00","3,548,341,000.00"
186,BA,Year 1,12/31/2013,"86,623,000,000.00","73,268,000,000.00","3,742,000,000.00","3,071,000,000.00",0.00,Industrials,Aerospace & Defense,"6,542,000,000.00",2013,"13,355,000,000.00","6,813,000,000.00"
187,BA,Year 2,12/31/2014,"90,762,000,000.00","76,752,000,000.00","3,480,000,000.00","3,047,000,000.00",0.00,Industrials,Aerospace & Defense,"7,483,000,000.00",2014,"14,010,000,000.00","6,527,000,000.00"
188,BA,Year 3,12/31/2015,"96,114,000,000.00","82,088,000,000.00","3,251,000,000.00","3,331,000,000.00",0.00,Industrials,Aerospace & Defense,"7,444,000,000.00",2015,"14,026,000,000.00","6,582,000,000.00"
189,BA,Year 4,12/31/2016,"94,571,000,000.00","80,790,000,000.00","3,313,000,000.00","4,627,000,000.00",0.00,Industrials,Aerospace & Defense,"5,841,000,000.00",2016,"13,781,000,000.00","7,940,000,000.00"
190,BAC,Year 1,12/31/2012,"100,078,000,000.00","3,753,000,000.00","70,829,000,000.00",0.00,"9,433,000,000.00",Financials,Banks,"16,063,000,000.00",2012,"96,325,000,000.00","80,262,000,000.00"
191,BAC,Year 2,12/31/2013,"101,697,000,000.00","3,034,000,000.00","68,128,000,000.00",0.00,"4,642,000,000.00",Financials,Banks,"25,893,000,000.00",2013,"98,663,000,000.00","72,770,000,000.00"
192,BAC,Year 3,12/31/2014,"95,181,000,000.00","2,656,000,000.00","74,181,000,000.00",0.00,"3,211,000,000.00",Financials,Banks,"15,133,000,000.00",2014,"92,525,000,000.00","77,392,000,000.00"
193,BAC,Year 4,12/31/2015,"93,056,000,000.00","2,204,000,000.00","56,358,000,000.00",0.00,"3,995,000,000.00",Financials,Banks,"30,499,000,000.00",2015,"90,852,000,000.00","60,353,000,000.00"
194,BAX,Year 1,12/31/2012,"13,936,000,000.00","6,802,000,000.00","3,283,000,000.00","1,081,000,000.00",0.00,Health Care,Health Care Equipment,"2,770,000,000.00",2012,"7,134,000,000.00","4,364,000,000.00"
195,BAX,Year 2,12/31/2013,"9,413,000,000.00","5,251,000,000.00","3,084,000,000.00","582,000,000.00",0.00,Health Care,Health Care Equipment,"496,000,000.00",2013,"4,162,000,000.00","3,666,000,000.00"
196,BAX,Year 3,12/31/2014,"10,719,000,000.00","6,138,000,000.00","3,315,000,000.00","610,000,000.00",0.00,Health Care,Health Care Equipment,"656,000,000.00",2014,"4,581,000,000.00","3,925,000,000.00"
197,BAX,Year 4,12/31/2015,"9,968,000,000.00","5,822,000,000.00","3,094,000,000.00","603,000,000.00",0.00,Health Care,Health Care Equipment,"449,000,000.00",2015,"4,146,000,000.00","3,697,000,000.00"
198,BBBY,Year 1,3/2/2013,"10,914,585,000.00","6,525,830,000.00","2,750,537,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,638,218,000.00",2013,"4,388,755,000.00","2,750,537,000.00"
199,BBBY,Year 2,3/1/2014,"11,503,963,000.00","6,938,381,000.00","2,950,995,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,614,587,000.00",2014,"4,565,582,000.00","2,950,995,000.00"
200,BBBY,Year 3,2/28/2015,"11,881,176,000.00","7,261,397,000.00","3,065,486,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,554,293,000.00",2015,"4,619,779,000.00","3,065,486,000.00"
201,BBBY,Year 4,2/27/2016,"12,103,887,000.00","7,483,577,000.00","3,205,407,000.00",0.00,0.00,Consumer Discretionary,Specialty Stores,"1,414,903,000.00",2016,"4,620,310,000.00","3,205,407,000.00"
202,BBT,Year 1,12/31/2012,"10,737,000,000.00","429,000,000.00","5,650,000,000.00",0.00,"1,167,000,000.00",Financials,Banks,"3,491,000,000.00",2012,"10,308,000,000.00","6,817,000,000.00"
203,BBT,Year 2,12/31/2013,"10,543,000,000.00","301,000,000.00","5,625,000,000.00",0.00,"698,000,000.00",Financials,Banks,"3,919,000,000.00",2013,"10,242,000,000.00","6,323,000,000.00"
204,BBT,Year 3,12/31/2014,"9,998,000,000.00","239,000,000.00","5,715,000,000.00",0.00,"342,000,000.00",Financials,Banks,"3,702,000,000.00",2014,"9,759,000,000.00","6,057,000,000.00"
205,BBT,Year 4,12/31/2015,"10,346,000,000.00","233,000,000.00","5,996,000,000.00",0.00,"533,000,000.00",Financials,Banks,"3,584,000,000.00",2015,"10,113,000,000.00","6,529,000,000.00"
206,BBY,Year 1,3/3/2012,"45,457,000,000.00","34,473,000,000.00","8,755,000,000.00",0.00,0.00,Consumer Discretionary,Computer & Electronics Retail,"2,229,000,000.00",2012,"10,984,000,000.00","8,755,000,000.00"
207,BBY,Year 2,2/1/2014,"40,611,000,000.00","31,212,000,000.00","8,106,000,000.00",0.00,0.00,Consumer Discretionary,Computer & Electronics Retail,"1,293,000,000.00",2014,"9,399,000,000.00","8,106,000,000.00"
208,BBY,Year 3,1/31/2015,"40,339,000,000.00","31,292,000,000.00","7,592,000,000.00",0.00,0.00,Consumer Discretionary,Computer & Electronics Retail,"1,455,000,000.00",2015,"9,047,000,000.00","7,592,000,000.00"
209,BBY,Year 4,1/30/2016,"39,528,000,000.00","30,337,000,000.00","7,618,000,000.00",0.00,0.00,Consumer Discretionary,Computer & Electronics Retail,"1,573,000,000.00",2016,"9,191,000,000.00","7,618,000,000.00"
210,BCR,Year 1,12/31/2013,"3,049,500,000.00","1,194,400,000.00","920,300,000.00","295,700,000.00",0.00,Health Care,Health Care Equipment,"639,100,000.00",2013,"1,855,100,000.00","1,216,000,000.00"
211,BCR,Year 2,12/31/2014,"3,323,600,000.00","1,258,600,000.00","981,500,000.00","302,000,000.00",0.00,Health Care,Health Care Equipment,"781,500,000.00",2014,"2,065,000,000.00","1,283,500,000.00"
212,BCR,Year 3,12/31/2015,"3,416,000,000.00","1,301,200,000.00","1,012,100,000.00","259,200,000.00",0.00,Health Care,Health Care Equipment,"843,500,000.00",2015,"2,114,800,000.00","1,271,300,000.00"
213,BCR,Year 4,12/31/2016,"3,714,000,000.00","1,371,700,000.00","1,101,900,000.00","292,800,000.00",0.00,Health Care,Health Care Equipment,"947,600,000.00",2016,"2,342,300,000.00","1,394,700,000.00"
214,BDX,Year 1,9/30/2013,"8,054,000,000.00","3,883,000,000.00","2,422,000,000.00","494,000,000.00",0.00,Health Care,Health Care Equipment,"1,255,000,000.00",2013,"4,171,000,000.00","2,916,000,000.00"
215,BDX,Year 2,9/30/2014,"8,446,000,000.00","4,145,000,000.00","2,145,000,000.00","550,000,000.00",0.00,Health Care,Health Care Equipment,"1,606,000,000.00",2014,"4,301,000,000.00","2,695,000,000.00"
216,BDX,Year 3,9/30/2015,"10,282,000,000.00","5,587,000,000.00","2,563,000,000.00","632,000,000.00",0.00,Health Care,Health Care Equipment,"1,500,000,000.00",2015,"4,695,000,000.00","3,195,000,000.00"
217,BDX,Year 4,9/30/2016,"12,483,000,000.00","6,492,000,000.00","3,005,000,000.00","828,000,000.00",0.00,Health Care,Health Care Equipment,"2,158,000,000.00",2016,"5,991,000,000.00","3,833,000,000.00"
218,BHI,Year 1,12/31/2013,"22,364,000,000.00","18,553,000,000.00","1,306,000,000.00","556,000,000.00",0.00,Energy,Oil & Gas Equipment & Services,"1,949,000,000.00",2013,"3,811,000,000.00","1,862,000,000.00"
219,BHI,Year 2,12/31/2014,"24,551,000,000.00","19,746,000,000.00","1,333,000,000.00","613,000,000.00",0.00,Energy,Oil & Gas Equipment & Services,"2,859,000,000.00",2014,"4,805,000,000.00","1,946,000,000.00"
220,BHI,Year 3,12/31/2015,"15,742,000,000.00","14,415,000,000.00","969,000,000.00","466,000,000.00",0.00,Energy,Oil & Gas Equipment & Services,"(108,000,000.00)",2015,"1,327,000,000.00","1,435,000,000.00"
221,BHI,Year 4,12/31/2016,"9,841,000,000.00","9,973,000,000.00","815,000,000.00","384,000,000.00",0.00,Energy,Oil & Gas Equipment & Services,"(1,331,000,000.00)",2016,"(132,000,000.00)","1,199,000,000.00"
222,BIIB,Year 1,12/31/2013,"6,932,200,000.00","857,700,000.00","1,797,000,000.00","1,444,100,000.00","342,900,000.00",Health Care,Biotechnology,"2,490,500,000.00",2013,"6,074,500,000.00","3,584,000,000.00"
223,BIIB,Year 2,12/31/2014,"9,703,300,000.00","1,171,000,000.00","2,193,400,000.00","1,893,400,000.00","489,800,000.00",Health Care,Biotechnology,"3,955,700,000.00",2014,"8,532,300,000.00","4,576,600,000.00"
224,BIIB,Year 3,12/31/2015,"10,763,800,000.00","1,240,400,000.00","2,143,600,000.00","2,012,800,000.00","382,600,000.00",Health Care,Biotechnology,"4,984,400,000.00",2015,"9,523,400,000.00","4,539,000,000.00"
225,BIIB,Year 4,12/31/2016,"11,448,800,000.00","1,478,700,000.00","1,972,900,000.00","1,973,300,000.00","385,600,000.00",Health Care,Biotechnology,"5,638,300,000.00",2016,"9,970,100,000.00","4,331,800,000.00"
230,BLL,Year 1,12/31/2012,"8,735,700,000.00","7,174,000,000.00","488,300,000.00",0.00,"282,900,000.00",Materials,Metal & Glass Containers,"790,500,000.00",2012,"1,561,700,000.00","771,200,000.00"
231,BLL,Year 2,12/31/2013,"8,468,100,000.00","6,875,400,000.00","497,400,000.00",0.00,"299,900,000.00",Materials,Metal & Glass Containers,"795,400,000.00",2013,"1,592,700,000.00","797,300,000.00"
232,BLL,Year 3,12/31/2014,"8,570,000,000.00","6,903,500,000.00","547,000,000.00",0.00,"280,900,000.00",Materials,Metal & Glass Containers,"838,600,000.00",2014,"1,666,500,000.00","827,900,000.00"
233,BLL,Year 4,12/31/2015,"7,997,000,000.00","6,460,300,000.00","646,000,000.00",0.00,"285,500,000.00",Materials,Metal & Glass Containers,"605,200,000.00",2015,"1,536,700,000.00","931,500,000.00"
234,BMY,Year 1,12/31/2012,"17,621,000,000.00","4,610,000,000.00","5,017,000,000.00","3,904,000,000.00",0.00,Health Care,Health Care Distributors,"4,090,000,000.00",2012,"13,011,000,000.00","8,921,000,000.00"
235,BMY,Year 2,12/31/2013,"16,385,000,000.00","4,619,000,000.00","4,939,000,000.00","3,731,000,000.00",0.00,Health Care,Health Care Distributors,"3,096,000,000.00",2013,"11,766,000,000.00","8,670,000,000.00"
236,BMY,Year 3,12/31/2014,"15,879,000,000.00","3,932,000,000.00","4,822,000,000.00","4,534,000,000.00",0.00,Health Care,Health Care Distributors,"2,591,000,000.00",2014,"11,947,000,000.00","9,356,000,000.00"
237,BMY,Year 4,12/31/2015,"16,560,000,000.00","3,909,000,000.00","4,841,000,000.00","5,920,000,000.00",0.00,Health Care,Health Care Distributors,"1,890,000,000.00",2015,"12,651,000,000.00","10,761,000,000.00"
238,BSX,Year 1,12/31/2012,"7,249,000,000.00","2,349,000,000.00","2,529,000,000.00","886,000,000.00","395,000,000.00",Health Care,Health Care Equipment,"1,090,000,000.00",2012,"4,900,000,000.00","3,810,000,000.00"
239,BSX,Year 2,12/31/2013,"7,143,000,000.00","2,174,000,000.00","2,678,000,000.00","861,000,000.00","410,000,000.00",Health Care,Health Care Equipment,"1,020,000,000.00",2013,"4,969,000,000.00","3,949,000,000.00"
240,BSX,Year 3,12/31/2014,"7,380,000,000.00","2,210,000,000.00","2,817,000,000.00","817,000,000.00","438,000,000.00",Health Care,Health Care Equipment,"1,098,000,000.00",2014,"5,170,000,000.00","4,072,000,000.00"
241,BSX,Year 4,12/31/2015,"7,477,000,000.00","2,173,000,000.00","2,996,000,000.00","876,000,000.00","495,000,000.00",Health Care,Health Care Equipment,"937,000,000.00",2015,"5,304,000,000.00","4,367,000,000.00"
